,0,1
418,"Used for the control of nausea and vomiting, caused by chemotherapeutic agents used in the treatment of cancer, in patients who have failed to respond adequately to conventional antiemetic treatments.",A
419,For the treatment of uncomplicated gonococcal urethritis in males and for gram-negative-bacterial infections in the gastrointestinal system and the genitourinary tract.,J
420,For use as a single agent in the palliative treatment of patients with persistent or recurrent ovarian cancer following first-line therapy with a cisplatin and/or alkylating agent-based combination.,L
421,For the maintenance of normal sinus rhythm [delay in time to recurrence of atrial fibrillation/atrial flutter (AFIB/AFL)] in patients with symptomatic AFIB/AFL who are currently in sinus rhythm. Also for the treatment of documented life-threatening ventricular arrhythmias.,C
422,"For the management of anxiety disorders or the short-term relief of the symptoms of anxiety, and also as an augmention of SSRI-treatment against depression.",N
423,For use as an adjunct to diet to improve glycemic control in patients with non-insulin-dependent diabetes mellitus (NIDDM) whose hyperglycemia cannot be managed with diet alone.,A
424,"For treating mild to moderate hypertension, use as an adjunct in treating congestive heart failure, and may be used to slow the rate of progression of renal disease in hypertensive individuals with diabetes mellitus and microalbuminuria or overt nephropathy. ",C
425,"Used to treat gonorrhoea, meningitis, and severe infections including infections of the kidney (pyelonephritis) and urinary system. Also used before an operation to prevent infection after surgery.",J
426,"Used as an adjunct to levodopa / carbidopa in the symptomatic treatment of patients with idiopathic Parkinson's Disease who experience the signs and symptoms of end-of-dose ""wearing-off"".",N
427,Used in combination with other antiretroviral agents for the treatment of human immunovirus (HIV) infections.,J
428,"For the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency and frequency.",G
429,"For the treatment of diarrhoea, pulmonary oedema and for the relief of moderate to moderately severe pain.",N
430,"For the treatment of pulmonary embolism, cardiomyopathy, atrial fibrillation and flutter, cerebral embolism, mural thrombosis, and thrombophili. Also used for anticoagulant prophylaxis.",B
431,For the management of locally confined Stage B2-C and Stage D2 metastatic carcinoma of the prostate,L
432,"For the relief of signs and symptoms of rheumatoid arthritis and osteoarthritis, including the treatment of acute flares long-term management. Also for treatment of juvenile rheumatoid arthritis.",M
433,"For the treatment and the management of acid-reflux disorders (GERD), peptic ulcer disease, heartburn, and acid indigestion.",A
434,"For the management of psychotic disorders (eg. schizophrenia) and delirium, as well as to control tics and vocal utterances of Tourette's syndrome (Gilles de la Tourette's syndrome). Also used for the treatment of severe behavioural problems in children with disrubtive behaviour disorder or ADHD (attention-deficit hyperactivity disorder). Haloperidol has been used in the prevention and control of severe nausea and vomiting.",N
435,Indicated in combination with other antiretroviral agents for the treatment of HIV-infection.,J
436,Used as an adjunct in the treatment of peptic ulcer disease and in Acquired nystagmus,A
437,For the treatment of diarrhea in adults and children caused by the protozoa <i>Giardia lamblia</i> and for the treatment of diarrhea in children caused by the protozoa <i>Cryptosporidium parvum</i>.,P
438,Used to lower high cholesterol levels in the blood.,C
439,Used for fast digitalization in congestive heart failure.,C
440,For the treatment of serious or severe infections caused by susceptible strains of methicillin-resistant (beta-lactam-resistant) staphylococci.,A
441,For use in the treatment of excessive postoperative bleeding.,B
442,For treatment and relief of dry cough.,R
443,"For the treatment of metastatic testicular tumors, metastatic ovarian tumors and advanced bladder cancer.",L
444,"For the treatment of parenchymal neurocysticercosis due to active lesions caused by larval forms of the pork tapeworm, <i>Taenia solium</i> and for the treatment of cystic hydatid disease of the liver, lung, and peritoneum, caused by the larval form of the dog tapeworm, <i>Echinococcus granulosus</i>.",P
445,"For the treatment of mild to moderate hypertension, as an adjunct in the treatment of congestive heart failure (CHF), to improve survival following myocardial infarction (MI) in individuals who are hemodynamically stable and demonstrate symptoms of left ventricular systolic dysfunction or signs of CHF within a few days following acute MI, and to slow progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy. ",C
446,For the treatment of esophageal candidiasis and invasive aspergillosis in patients who are refractory to or intolerant of other therapies.,J
447,For the treatment of intraocular hypertension and chronic open-angle glaucoma,C
448,Used as a screening test for exocrine pancreatic insufficiency and to monitor the adequacy of supplemental pancreatic therapy.,V
449,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,L
450,"For the treatment of hypertension, alone or in combination with other antihypertensive drugs of a different class.",C
451,"Tolnaftate topical is used to treat skin infections such as athlete's foot, jock itch, and ringworm infections. Tolnaftate is also used, along with other antifungals, to treat infections of the nails, scalp, palms, and soles of the feet. The powder and powder aerosol may be used to prevent athlete's foot.",D
452,"Used in combination with infusional 5-FU/LV, is indicated for the treatment of advanced carcinoma of the colon or rectum and for adjuvant treatment of stage III colon cancer patients who have undergone complete resection of the primary tumor. ",L
453,For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.,C
454,"For the treatment of Hypertension, management of angina pectoris and Raynaud's syndrome",C
455,For the treatment of CMV retinitis in patients with acquired immunodeficiency syndrome (AIDS) and for treatment of acyclovir-resistant mucocutaneous HSV infections in immunocompromised patients.,J
456,"For the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of at least one prior chemotherapy regimen. Also for use, in combination with gemcitabine, as the first-line treatment of patients with locally advanced, unresectable or metastatic pancreatic cancer.",L
457,"Cyclophosphamide is indicated for the treatment of malignant lymphomas, multiple myeloma, leukemias, mycosis fungoides (advanced disease), neuroblastoma (disseminated disease), adenocarcinoma of the ovary, retinoblastoma, and carcinoma of the breast. It is also indicated for the treatment of biopsy-proven minimal change nephrotic syndrome in pediatric patients. ",L
458,"For the treatment of osteoarthritis, rheumatoid arthritis, acute pain in adults, and primary dysmenorrhea, as well as acute treatment of migraine attacks with or without auras.",M
459,"For the treatment of the respiratory, skin, soft tissue, and ENT infections caused by <i>H. influenzae</i> (including b-lactamase producing strains), <i>H. parainfluenzae</i> (including b-lactamase producing strains), <i>S. pneumoniae</i> (penicillin-susceptible strains), <i>S. pyogenes</i>, <i>S. aureus</i> (including b-lactamase producing strains), and <i>M. catarrhalis</i>.",J
460,For the reduction of the symptoms of muscle weakness and easy fatigability associated with the myasthenic syndrome of Eaton-Lambert. It is not indicated for treating myasthenia gravis.,A
461,"For the treatment of the following infections caused by susceptible organisms: urinary tract infections, acute uncomplicated cystitis, chronic bacterial prostatitis, lower respiratory tract infections, acute sinusitis, skin and skin structure infections, bone and joint infections, complicated intra-abdominal infections (used in combination with metronidazole), infectious diarrhea, typhoid fever (enteric fever), uncomplicated cervical and urethral gonorrhea, and inhalational anthrax (post-exposure).",S
462,"Gadoversetamide is an MRI contrast agent used for MRI diagnostic procedures to provide increased enhancement and visualization of lesions of the brain, spine and liver, including tumors.",V
463,For the treatment of metastatic breast cancer in postmenopausal women with estrogen receptor-positive or receptor-unknown tumors. Toremifene is currently under investigation as a preventative agent for prostate cancer in men with high-grade prostatic intraepithelial neoplasia and no evidence of prostate cancer.,L
464,"For the treatment of depression, chronic pain, irritable bowel syndrome, sleep disorders, diabetic neuropathy, agitation and insomnia, and migraine prophylaxis.",N
465,"Treatment of acute lymphocytic leukemia (ALL), Hodgkin lymphoma, non-Hodgkin lymphomas, Wilms' tumor, neuroblastoma, rhabdomyosarcoma. Liposomal vincristine is indicated for the treatment of relapsed Philadelphia chromosome-negative (Ph-) acute lymphoblastic leukemia (ALL). ",L
466,For the treatment of hypertension. It may be used alone or in combination with thiazide diuretics.,C
467,For the relief of symptoms of depression in patients with neurotic or reactive depressive disorders as well as endogenous and psychotic depressions. May also be used to treat depression accompanied by anxiety or agitation.,N
468,"For the topical treatment of multiple actinic or solar keratoses. In the 5% strength it is also useful in the treatment of superficial basal cell carcinomas when conventional methods are impractical, such as with multiple lesions or difficult treatment sites. Fluorouracil injection is indicated in the palliative management of some types of cancer, including colon, esophageal, gastric, rectum, breast, biliary tract, stomach, head and neck, cervical, pancreas, renal cell, and carcinoid.",L
469,For the treatment of myasthenia gravis.,N
470,For the treatment of anxiety and status epilepticus.,N
471,For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.,D
472,For the topical treatment of mild-to-moderate inflammatory acne vulgaris.,D
473,For the prophylaxis and chronic treatment of asthma.,R
474,Used to manage hyperthyroidism which is due to an overactive thyroid gland (Grave's disease).,H
475,"Used, in addition to antibiotics or medical procedures, to treat chronic urea-splitting urinary infections.",G
476,For the treatment of hairy cell leukaemia refractory to alpha interferon.,L
477,For the treatment of psoriasis and vitiligo,D
478,For treatment of osteoarthritis and rheumatoid arthritis.,M
479,For the adjunctive treatment of partial seizures in epilepsy and generalized seizures of Lennox-Gastaut syndrome. Also for the maintenance treatment of bipolar I disorder and depression. ,N
480,For symptomatic relief of anxiety and tension associated with psychoneurosis and as an adjunct in organic disease states in which anxiety is manifested. Useful in the management of pruritus due to allergic conditions such as chronic urticaria.,N
481,For the prevention and treatment of influenza A and B.,J
482,"Used in the treatment of pulmonary arterial hypertension (PAH), to improve exercise ability and to decrease the rate of clinical worsening (in patients with WHO Class III or IV symptoms).",C
483,"For the treatment of infections caused by susceptible strains of the designated microorganisms in the following conditions: Complicated skin and skin structure infections caused by <i>Escherichia coli</i>, <i>Enterococcus faecalis</i> (vancomycin-susceptible isolates only), <i>Staphylococcus aureus</i> (methicillin-susceptible and -resistant isolates), <i>Streptococcus agalactiae</i>, <i>Streptococcus anginosus</i> grp. (includes <i>S. anginosus</i>, <i>S. intermedius</i>, and <i>S. constellatus</i>), <i>Streptococcus pyogenes</i> and <i>Bacteroides fragilis</i>. Complicated intra-abdominal infections caused by <i>Citrobacter freundii</i>, <i>Enterobacter cloacae</i>, <i>Escherichia coli</i>, <i>Klebsiella oxytoca</i>, <i>Klebsiella pneumoniae</i>, <i>Enterococcus faecalis</i> (vancomycin-susceptible isolates only), <i>Staphylococcus aureus</i> (methicillin-susceptible isolates only), <i>Streptococcus anginosus</i> grp. (includes <i>S. anginosus</i>, <i>S. intermedius</i>, and <i>S. constellatus</i>), <i>Bacteroides fragilis</i>, <i>Bacteroides thetaiotaomicron</i>, <i>Bacteroides uniformis</i>, <i>Bacteroides vulgatus</i>, <i>Clostridium perfringens</i>, and <i>Peptostreptococcus micros</i>.",J
484,For use as a temporary measure in hospitalized patients with acute respiratory insufficiency superimposed on chronic obstructive pulmonary disease.,R
485,"Methotrexate is indicated in the treatment of gestational choriocarcinoma, chorioadenoma destruens and hydatidiform mole. In acute lymphocytic leukemia, methotrexate is indicated in the prophylaxis of meningeal leukemia and is used in maintenance therapy in combination with other chemotherapeutic agents.  Methotrexate is also indicated in the treatment of meningeal leukemia. Methotrexate is used alone or in combination with other anticancer agents in the treatment of breast cancer, epidermoid cancers of the head and neck, advanced mycosis fungoides (cutaneous T cell lymphoma), and lung cancer, particularly squamous cell and small cell types.  Methotrexate is also used in combination with other chemotherapeutic agents in the treatment of advanced stage non-Hodgkin¡¯s lymphomas. Methotrexate is indicated in the symptomatic control of severe, recalcitrant, disabling psoriasis. Methotrexate is indicated in the management of selected adults with severe, active rheumatoid arthritis (ACR criteria), or children with active polyarticular-course juvenile rheumatoid arthritis. ",L
486,For the treatment of epilepsy and pain associated with true trigeminal neuralgia. ,N
487,"For inpatients and outpatients as an adjunct to general anesthesia, to facilitate tracheal intubation, and to provide skeletal muscle relaxation during surgery or mechanical ventilation in the ICU.",M
488,"For the treatment of respiratory tract infections caused by <i>Streptococcus pneumoniae</i> and <i>Streptococcus pyogenes</i>; otitis media due to <i>Streptococcus pneumoniae</i>, <i>Haemophilus influenzae</i>, <i>Staphylococcus aureus</i>, <i>Streptococcus pyogenes</i>, and <i>Moraxella catarrhalis</i>; skin and skin structure infections caused by <i>Staphylococcus aureus</i> and/or <i>Streptococcus pyogenes</i>; bone infections caused by <i>Staphylococcus aureus</i> and/or <i>Proteus mirabilis</i>; genitourinary tract infections, including acute prostatitis, caused by <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, and <i>Klebsiella pneumoniae</i>.",J
489,"For the treatment of vertigo/meniere's disease, nausea and vomiting, motion sickness and also useful for vestibular symptoms of other origins.",N
490,"Approved for: (1) prophylaxis of VTE for up to one month post surgery in patients undergoing orthopedic surgery of the lower limbs such as hip fracture, hip replacement and knee surgery; (2) prophylaxis of VTE patients undergoing abdominal surgery who are at high risk of thromboembolic complications (e.g. patients undergoing abdominal cancer surgery); (3) treatment of acute DVT and PE; (4) management of UA and NSTEMI for the prevention of death and subsequent myocardial infarction (MI); and (5) management of STEMI for the prevention of death and myocardial reinfarction in patients who are managed with thrombolytics or who are initially to receive no form of reperfusion therapy. Fondaparinux should not be used as the sole anticoagulant during percutaneous coronary intervention (PCI) due to an increased risk of guiding catheter thrombosis. ",B
491,"For treatment of breast cancer, testicular cancer, lymphomas, neuroblastoma, Hodgkin's and non-Hodgkin's lymphomas, mycosis fungoides, histiocytosis, and Kaposi's sarcoma.",L
492,For the prophylaxis of migraine.,C
493,For the treatment of poisoning by susceptible organophosphorous nerve agents having cholinesterase activity as well as organophosphorous or carbamate insecticides.,A
494,For relief of the signs and symptoms of rheumatoid arthritis and osteoarthritis. Also for the relief of mild to moderate pain.,M
495,For the management of exogenous obesity as a short-term (a few weeks) adjunct in a regimen of weight reduction based on caloric restriction.,A
496,"May be used as an adjunct in the treatment of hypertension, as an epidural infusion as an adjunct treatment in the management of severe cancer pain that is not relieved by opiate analgesics alone, for differential diagnosis of pheochromocytoma in hypertensive patients, prophylaxis of vascular migraine headaches, treatment of severe dysmenorrhea, management of vasomotor symptoms associated with menopause, rapid detoxification in the management of opiate withdrawal, treatment of alcohol withdrawal used in conjunction with benzodiazepines, management of nicotine dependence, topical use to reduce intraocular pressure in the treatment of open-angle and secondary glaucoma and hemorrhagic glaucoma associated with hypertension, and in the treatment of attention-deficit hyperactivity disorder (ADHD).",C
497,For the treatment of urinary tract infection,B
498,"For the treatment or suppression of cold sores (herpes labialis), herpes zoster (shingles), genital herpes in immunocompetent individuals, and recurrent genital herpes in HIV-infected individuals.",J
499,For the treatment of acute and chronic infections of the upper and lower urinary tract and in asymptomatic bacteriuria due to susceptible strains of bacteria.,J
500,"Used in short-term (a few weeks) treatment of exogenous obesity in conjunction with a regimen of weight reduction based on caloric restriction, exercise, and behavior modification in patients with a body mass index of 30 kg of body weight per height in meters squared (kg/m<sup>2</sup>) or in patients with a body mass index of 27 kg/m<sup>2</sup> in the presence of risk factors such as hypertension, diabetes, or hyperlipidemia.",A
501,For the treatment of osteoarthritis and dysmenorrhoea,M
502,For the treatment of constipation and hepatic encephalopathy.,A
503,"For the treatment of esophageal candidiasis, invasive pulmonary aspergillosis, and serious fungal infections caused by <i>Scedosporium apiospermum</i> and <i>Fusarium</i> spp.",J
504,"For treatment of primary systemic carnitine deficiency, a genetic impairment of normal biosynthesis or utilization of levocarnitine from dietary sources, or for the treatment of secondary carnitine deficiency resulting from an inborn error of metabolism such as glutaric aciduria II, methyl malonic aciduria, propionic acidemia, and medium chain fatty acylCoA dehydrogenase deficiency. Used therapeutically to stimulate gastric and pancreatic secretions and in the treatment of hyperlipoproteinemias. Parenteral levocarnitine is indicated for the prevention and treatment of carnitine deficiency in patients with end-stage renal disease.",A
505,For the treatment of essential or renovascular hypertension and symptomatic congestive heart failure. It may be used alone or in combination with thiazide diuretics.,C
506,"For the treatment of acid-reflux disorders (GERD), peptic ulcer disease, active benign gastric ulcer, and active duodenal ulcer.",A
507,For the acute and chronic treatment of signs and symptoms of osteoarthritis and rheumatoid arthritis.,M
508,"Fluticasone propionate, a medium-potency synthetic corticosteroid, is used topically to relieve inflammatory and pruritic symptoms of dermatoses and psoriasis, intranasally to manage symptoms of allergic and non-allergic rhinitis, and orally for the maintenance treatment of asthma as prophylactic therapy and for patients requiring oral corticosteroid therapy for asthma.",D
509,For the management of Parkinson's Disease,G
510,For treatment and management of mild to moderate hypertension and urinary obstruction symptoms caused by BPH.,C
511,For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses. Also for the treatment of chronic non-infectious uveitis affecting the posterior segment of the eye (Retisert).,S
512,"Used as alternative treatment for ascariasis caused by <i>Ascaris lumbricoides</i> (roundworm) and enterobiasis (oxyuriasis) caused by <i>Enterobius vermicularis</i> (pinworm). It is also used to treat partial intestinal obstruction by the common roundworm, a condition primarily occurring in children.",P
513,For the treatment of petit mal epilepsy.,N
514,For use as adjunctive treatment with thiazide diuretics or other kaliuretic-diuretic agents in congestive heart failure or hypertension.,C
515,"Oxytetracycline is indicated for treatment of infections caused by a variety of Gram positive and Gram negative microorganisms including <i>Mycoplasma pneumoniae, Pasteurella pestis, Escherichia coli, Haemophilus influenzae</i> (respiratory infections), and <i>Diplococcus pneumoniae</i>.",D
516,For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.,D
517,"Gadoteridol is an MRI contrast agent used for contrast enhancement of the brain, spine and surrounding tissues resulting in improved visualization (compared with unenhanced MRI) of lesions with abnormal vascularity or those thought to cause a disruption of the normal blood brain barrier. Gadoteridol can also be used for whole body contrast enhanced MRI including the head, neck, liver, breast, musculoskeletal system and soft tissue pathologies.",V
518,"For the management of hypertension (alone or in combination with other classes of antihypertensive agents), as well as chronic stable angina pectoris and sympathetic overactivity syndrome associated with severe tetanus. Labetalol is used parenterally for immediate reduction in blood pressure in severe hypertension or in hypertensive crises when considered an emergency, for the control of blood pressure in patients with pheochromocytoma and pregnant women with preeclampsia, and to produce controlled hypotension during anesthesia to reduce bleeding resulting from surgical procedures.",C
519,"For use as the sole anesthetic agent for brief (15 minute) procedures, for induction of anesthesia prior to administration of other anesthetic agents, to supplement regional anesthesia, to provide hypnosis during balanced anesthesia with other agents for analgesia or muscle relaxation, for the control of convulsive states during or following inhalation anesthesia or local anesthesia, in neurosurgical patients with increased intracranial pressure, and for narcoanalysis and narcosynthesis in psychiatric disorders.",N
520,Used topically to treat the loss of skin color (vitiligo).,D
521,"For the treatment of bacterial infections caused by susceptible strains of vancomycin resistant <i>Enterococcus faecium</i>, <i>Staphylococcal aureus</i> (methicillin resistant and susceptible strains), <i>Streptococcus pneumoniae</i>, <i>Streptococcus pyogenes</i>, <i>Streptococcus agalactiae</i>.",J
522,"For the treatment of intestinal (i.e., nondisseminated) strongyloidiasis due to the nematode parasite <i>Strongyloides stercoralis</i>. Also for the treatment of onchocerciasis (river blindness) due to the nematode parasite <i>Onchocerca volvulus</i>. Can be used to treat scabies caused by <i>Sarcoptes scabiei</i>.",P
523,For the symptomatic treatment of adult patients with nocturnal heartburn due to gastroesophageal reflux disease.,A
524,"For acute or long-term use in the relief of signs and symptoms of osteoarthritis, rheumatoid arthritis, ankylosing spondylitis, acute painful shoulder (acute subacromial bursitis/supraspinatus tendinitis), and acute gouty arthritis.",M
525,"Cyclothiazide is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. It is also indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effectiveness of other antihypertensive drugs in the more severe forms of hypertension.",C
526,"For the suppressive treatment and for acute attacks of malaria due to P. vivax, P.malariae, P. ovale, and susceptible strains of P. falciparum, Second-line agent in treatment of Rheumatoid Arthritis",P
527,For use in the treatment of pulmonary and extrapulmonary tuberculosis when other antitubercular drugs have failed.,J
528,"For the treatment and prevention of hypotension due to hemorrhage, spinal anesthesia, and shock associated with brain damage",C
529,For the relief of moderate to severe pain.,N
530,"For management of heart failure, angina pectoris, and mild to moderate hypertension and for secondary prevention of myocardial infarction (MI). ",C
531,For treatment of acute malarial attacks in non-immune subjects.,P
532,For the specific and symptomatic treatment of bacterial or protozoal diarrhea and enteritis caused by susceptible organisms.,G
533,For the prevention of disseminated <i>Mycobacterium avium</i> complex (MAC) disease in patients with advanced HIV infection.,J
534,Used for the control of absence (petit mal) seizures that are refractory to treatment with other medications.,N
535,"Used primarily to treat Lyme disease, acne, and bronchitis. Also indicated (but rarely used) to treat urinary tract infections, gum disease, malaria, and other bacterial infections such as gonorrhea and chlamydia. One of its other registered uses is the treatment of hyponatremia (low blood sodium concentration) due to the syndrome of inappropriate antidiuretic hormone (SIADH) where fluid restriction alone has been ineffective. ",D
536,"For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).",L
537,For the treatment of perennial and seasonal allergic rhinitis.,A
538,Use to promote weight gain after weight loss following extensive surgery.,A
539,Used for the management of patients with chronic stable angina and for the treatment of hypertension.,C
540,For management of manifestations of psychotic disorders.,N
541,"To be used as hormone replacement or substitution of diminished or absent endogenous testosterone. Use in males: For management of congenital or acquired hypogonadism, hypogonadism associated with HIV infection, and male climacteric (andopause). Use in females: For palliative treatment of androgen-responsive, advanced, inoperable, metastatis (skeletal) carcinoma of the breast  in women who are 1-5 years postmenopausal; testosterone esters may be used in combination with estrogens in the management of moderate to severe vasomotor symptoms associated with menopause in women who do not respond to adequately to estrogen therapy alone.",G
542,For use in combination treatment of HIV infection (AIDS),J
543,"For the treatment of infants with pneumonia and empyema caused by staphylococci shown to be susceptible to the drug. Also used in ointment form for topical treatment of a variety of localized skin and eye infections, as well as for the prevention of wound infections. Used against gram positive bacteria. Bacitracin is also used as an inhibitor of proteases and other enzymes. 
However, specific activity of bactracin's inhibition of protein disulfide isomerase has been called into question. ",D
544,For the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Also used as adjunctive therapy in the management of partial seizures and for the symptomatic relief of acute alcohol withdrawal.,N
545,For the treatment and prevention of osteoporosis in women and Paget's disease of bone in both men and women.,M
546,For the treatment of pediatric patients 1 to 21 years old with relapsed or refractory acute lymphocytic (lymphoblastic) leukemia after at least two prior regimens. It is designated as an orphan drug by the FDA for this use.,L
547,For the topical treatment of recurrent oral-facial herpes simplex episodes (cold sores or fever blisters).,D
548,"For sedation of initially intubated and mechanically ventilated patients during treatment in an intensive care setting, also used in pain relief; anxiety reduction and analgesia",N
549,"For the treatment of bacterial vaginitis, keratitis, acute conjunctivitis, and blepharitis.",S
550,"For the treatment of drug-induced allergic reactions, perennial or seasonal allergic rhinitis, serum sickness, giant cell arteritis acute rheumatic or nonrheumatic carditis, systemic dermatomyositis, systemic lupus erythematosus, atopic dermatitis, contact dermatitis, exfoliative dermatitis, bullous dermatitis herpetiformis, severe seborrheic dermatitis, severe (Stevens-Johnson syndrome) erythema multiforme, mycosis fungoides, pemphigus, severe psoriasis, acute adrenocortical insufficiency, Addison's disease, secondary adrenocortical insufficiency, congenital adrenal hyperplasia, hypercalcemia associated with neoplasms, nonsuppurative thyroiditis, ulceratice colitis, Crohn's disease, acquired hemolytic anemia, congenital hypoplastic anemia, erythroblastopenia, adult secondary thrombocytopenia, adult idiopathic thrombocytopenia purpura, acute or subacute bursitis, epicondylitis, acute nonspecific tenosynovitis, acute or chronic lymphocytic leukemia, Hodgkin's or non-Hodgkin's lynphomas, Waldenstrom's macroglobulinemia, primary brain tumors (adjunct), nephrotic syndrome, tuberculous meningitis, multiple sclerosis, myasthenia gravis. cerebral edema, chorioretinitis, diffuse posterior choroiditis, aleergic conjunctivitis, Herpes zoster ophthalmicus, anterior segment inflammation, iridocyclitis, iritis, keratitis, optoc neuritis, sympathetic ophthalmia, corneal marginal allergic ulcers, symptomatic sarcoidosis, Loeffler's syndrome not manageable by other means, berylliosis, fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy and aspiration pneumonitis.",A
551,For Primary Dysbetalipoproteinemia (Type III hyperlipidemia) that does not respond adequately to diet. This helps control high cholesterol and high triglyceride levels. ,C
552,"Astemizole was indicated for use in the relieving allergy symptoms, particularly rhinitis and conjunctivitis. It has been withdrawn from the market however due to concerns of arrhythmias.",R
553,"Historically used in an important medical test of renal function, specifically a measure of glomerular filtration rate. Sometimes used to help relieve symptoms of diabetes mellitus - a condition characterised by hyperglycemia and/or hyperinsulinemia.",V
554,For the local treatment of vulvovaginal candidiasis (infections caused by Candida),G
555,"Used as an initial treatment for the termination of paroxysmal supraventricular tachycardia (PVST), including that associated with accessory bypass tracts, and is a drug of choice for terminating stable, narrow-complex supraventricular tachycardias (SVT). Also used as an adjunct to thallous chloride TI 201 myocardial perfusion scintigraphy (thallium stress test) in patients who are unable to exercise adequately, as well as an adjunct to vagal maneuvers and clinical assessment to establish a specific diagnosis of undefined, stable, narrow-complex SVT.",C
556,For the treatment of hypercholesterolemia and for the reduction in the risk of cardiac heart disease mortality and cardiovascular events. It can also be used in adolescent patients for the treatment of heterozygous familial hypercholesterolemia. ,C
557,Used in combination with cisplatin for the treatment of malignant pleural mesothelioma in adults whose disease is unresectable or who otherwise are not candidates for potentially curative surgery. Also used as a monotherapy for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) after prior chemotherapy,L
558,"For the treatment of <i>Enterobius vermicularis</i> (pinworm), <i>Trichuris trichiura</i> (whipworm), <i>Ascaris lumbricoides</i> (common roundworm), <i>Ancylostoma duodenale</i> (common hookworm), <i>Necator americanus</i> (American hookworm) in single or mixed infections.",P
559,For evaluating the functional capacity and response of the gonadotropes of the anterior pituitary also for evaluating residual gonadotropic function of the pituitary following removal of a pituitary tumor by surgery and/or irradiation.,H
560,"Used to provide topical anesthesia of accessible mucous membranes prior to examination, endoscopy or instrumentation, or other procedures involving the esophagus, larynx, mouth, pharynx or throat, respiratory tract or trachea, urinary tract, or vagina. Also used to suppress the gag reflex and/or other laryngeal and esophageal reflexes to facilitate dental examination or procedures (including oral surgery), endoscopy, or intubation. Also used for relief of canker sores, cold sores or fever blister.",N
561,For treatment of cutaneous or mucocutaneous mycotic infections caused by Candida species,A
562,For the relief of mild to moderate pain,N
563,For treatment of inoperable adrenocortical tumours; Cushing's syndrome,L
564,For the treatment of human immunovirus (HIV) infections.,J
565,"For the treatment of osteosarcoma (after high dose methotrexate therapy). Used to diminish the toxicity and counteract the effects of impaired methotrexate elimination and of inadvertent overdosages of folic acid antagonists, and to treat megaloblastic anemias due to folic acid deficiency. Also used in combination with 5-fluorouracil to prolong survival in the palliative treatment of patients with advanced colorectal cancer.",V
566,For relief of acute bronchial asthma and for reversible bronchospasm associated with chronic bronchitis and emphysema.,R
567,For the relief of moderate to severe pain.,N
568,"Used for immediate control of life-threatening convulsions in the treatment of severe toxemias (pre-eclampsia and eclampsia) of pregnancy and in the treatment of acute nephritis in children. Also indicated for replacement therapy in magnesium deficiency, especially in acute hypomagnesemia accompanied by signs of tetany similar to those of hypocalcemia. Also used in uterine tetany as a myometriat relaxant.",A
569,For the reduction of elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension.,S
570,For management of perimenopausal and postmenopausal symptoms.,G
571,For the treatment of depression.,N
572,For the treatment of moderately severe to severe essential hypertension and in uncomplicated cases of malignant hypertension,C
573,For the control of serum phosphorus in patients with Chronic Kidney Disease (CKD) on hemodialysis.,V
574,For the maintenance of abstinence from alcohol in patients with alcohol dependence who are abstinent at treatment initiation,N
575,"For the treatment of hypertension, angina, and cluster headache prophylaxis.",C
576,"For use in combination with surgical castration for the treatment of metastatic prostate cancer involving distant lymph nodes, bone, or visceral organs (Stage D2).",L
577,"For treatment of central precocious puberty (true precocious puberty, GnRH-dependent precocious precocity, complete isosexual precocity) in children of both sexes and for the treatment of endometriosis.",H
578,Histamine phosphate is indicated as a diagnostic aid for evaluation of gastric acid secretory function.,V
579,Used to treat anaphylaxis and sepsis. Also one of the body's main adrenergic neurotransmitters.,A
580,For the treatment of migraine attacks with or without aura.,N
581,"For the treatment of peptic ulcer, gastric ulcer, and duodenal ulcer.",A
